ball_id,match_id,innings_index,over,ball_in_over,ball_number,ball_index,batting_team,batsman,bowler,event_type,event_token,result_raw,is_wicket,is_boundary,bat_runs,extras_runs,innings_runs,innings_wickets,innings_overs,crr,target_runs,runs_remaining,balls_remaining,rrr,phase
ball:CWC_2011_final_ALL:1:22.3,CWC_2011_final_ALL,1,22,3,22.3,138,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,95,2,22.5,4.22,,,,,middle
ball:CWC_2011_final_ALL:1:22.4,CWC_2011_final_ALL,1,22,4,22.4,139,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,95,2,22.67,4.19,,,,,middle
ball:CWC_2011_final_ALL:1:22.5,CWC_2011_final_ALL,1,22,5,22.5,140,SL,Sangakkara,Harbhajan,run,1,1 run,false,false,1,0,96,2,22.83,4.2,,,,,middle
ball:CWC_2011_final_ALL:1:22.6,CWC_2011_final_ALL,1,22,6,22.6,141,SL,Mahela Jayawardene,Harbhajan,dot,•,no run,false,false,0,0,96,2,23.0,4.17,,,,,middle
ball:CWC_2011_final_ALL:1:23.1,CWC_2011_final_ALL,1,23,1,23.1,142,SL,Sangakkara,Yuvraj,dot,•,no run,false,false,0,0,96,2,23.17,4.14,,,,,middle
ball:CWC_2011_final_ALL:1:23.2,CWC_2011_final_ALL,1,23,2,23.2,143,SL,Sangakkara,Yuvraj,dot,•,no run,false,false,0,0,96,2,23.33,4.11,,,,,middle
ball:CWC_2011_final_ALL:1:23.3,CWC_2011_final_ALL,1,23,3,23.3,144,SL,Sangakkara,Yuvraj,run,1,1 run,false,false,1,0,97,2,23.5,4.13,,,,,middle
ball:CWC_2011_final_ALL:1:23.4,CWC_2011_final_ALL,1,23,4,23.4,145,SL,Mahela Jayawardene,Yuvraj,dot,•,no run,false,false,0,0,97,2,23.67,4.1,,,,,middle
ball:CWC_2011_final_ALL:1:23.5,CWC_2011_final_ALL,1,23,5,23.5,146,SL,Mahela Jayawardene,Yuvraj,run,1,1 run,false,false,1,0,98,2,23.83,4.11,,,,,middle
ball:CWC_2011_final_ALL:1:23.6,CWC_2011_final_ALL,1,23,6,23.6,147,SL,Sangakkara,Yuvraj,run,2,2 runs,false,false,2,0,100,2,24.0,4.17,,,,,middle
ball:CWC_2011_final_ALL:1:24.1,CWC_2011_final_ALL,1,24,1,24.1,148,SL,Mahela Jayawardene,Harbhajan,run,1,1 run,false,false,1,0,101,2,24.17,4.18,,,,,middle
ball:CWC_2011_final_ALL:1:24.2,CWC_2011_final_ALL,1,24,2,24.2,149,SL,Sangakkara,Harbhajan,run,2,2 runs,false,false,2,0,103,2,24.33,4.23,,,,,middle
ball:CWC_2011_final_ALL:1:24.3,CWC_2011_final_ALL,1,24,3,24.3,150,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,103,2,24.5,4.2,,,,,middle
ball:CWC_2011_final_ALL:1:24.4,CWC_2011_final_ALL,1,24,4,24.4,151,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,103,2,24.67,4.18,,,,,middle
ball:CWC_2011_final_ALL:1:24.5,CWC_2011_final_ALL,1,24,5,24.5,152,SL,Sangakkara,Harbhajan,run,1,1 run,false,false,1,0,104,2,24.83,4.19,,,,,middle
ball:CWC_2011_final_ALL:1:24.6,CWC_2011_final_ALL,1,24,6,24.6,153,SL,Mahela Jayawardene,Harbhajan,run,1,1 run,false,false,1,0,105,2,25.0,4.2,,,,,middle
ball:CWC_2011_final_ALL:1:25.1,CWC_2011_final_ALL,1,25,1,25.1,154,SL,Mahela Jayawardene,Yuvraj,run,1,1 run,false,false,1,0,106,2,25.17,4.21,,,,,middle
ball:CWC_2011_final_ALL:1:25.2,CWC_2011_final_ALL,1,25,2,25.2,155,SL,Sangakkara,Yuvraj,run,1,1 run,false,false,1,0,107,2,25.33,4.22,,,,,middle
ball:CWC_2011_final_ALL:1:25.3,CWC_2011_final_ALL,1,25,3,25.3,156,SL,Mahela Jayawardene,Yuvraj,dot,•,no run,false,false,0,0,107,2,25.5,4.2,,,,,middle
ball:CWC_2011_final_ALL:1:25.4,CWC_2011_final_ALL,1,25,4,25.4,157,SL,Mahela Jayawardene,Yuvraj,dot,•,no run,false,false,0,0,107,2,25.67,4.17,,,,,middle
ball:CWC_2011_final_ALL:1:25.5,CWC_2011_final_ALL,1,25,5,25.5,158,SL,Mahela Jayawardene,Yuvraj,boundary,4,FOUR runs,false,true,4,0,111,2,25.83,4.3,,,,,middle
ball:CWC_2011_final_ALL:1:25.6,CWC_2011_final_ALL,1,25,6,25.6,159,SL,Mahela Jayawardene,Yuvraj,dot,•,no run,false,false,0,0,111,2,26.0,4.27,,,,,middle
ball:CWC_2011_final_ALL:1:26.1,CWC_2011_final_ALL,1,26,1,26.1,160,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,111,2,26.17,4.24,,,,,middle
ball:CWC_2011_final_ALL:1:26.2,CWC_2011_final_ALL,1,26,2,26.2,161,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,111,2,26.33,4.22,,,,,middle
ball:CWC_2011_final_ALL:1:26.3,CWC_2011_final_ALL,1,26,3,26.3,162,SL,Sangakkara,Harbhajan,dot,•,no run,false,false,0,0,111,2,26.5,4.19,,,,,middle
ball:CWC_2011_final_ALL:1:26.4,CWC_2011_final_ALL,1,26,4,26.4,163,SL,Sangakkara,Harbhajan,run,1,1 run,false,false,1,0,112,2,26.67,4.2,,,,,middle
ball:CWC_2011_final_ALL:1:26.5,CWC_2011_final_ALL,1,26,5,26.5,164,SL,Mahela Jayawardene,Harbhajan,dot,•,no run,false,false,0,0,112,2,26.83,4.17,,,,,middle
ball:CWC_2011_final_ALL:1:26.6,CWC_2011_final_ALL,1,26,6,26.6,165,SL,Mahela Jayawardene,Harbhajan,run,2,2 runs,false,false,2,0,114,2,27.0,4.22,,,,,middle
ball:CWC_2011_final_ALL:1:27.1,CWC_2011_final_ALL,1,27,1,27.1,166,SL,Sangakkara,Yuvraj,run,2,2 runs,false,false,2,0,116,2,27.17,4.27,,,,,middle
ball:CWC_2011_final_ALL:1:27.2,CWC_2011_final_ALL,1,27,2,27.2,167,SL,Sangakkara,Yuvraj,boundary,4,FOUR runs,false,true,4,0,120,2,27.33,4.39,,,,,middle
ball:CWC_2011_final_ALL:1:27.3,CWC_2011_final_ALL,1,27,3,27.3,168,SL,Sangakkara,Yuvraj,run,1,1 run,false,false,1,0,121,2,27.5,4.4,,,,,middle
ball:CWC_2011_final_ALL:1:27.4,CWC_2011_final_ALL,1,27,4,27.4,169,SL,Mahela Jayawardene,Yuvraj,run,1,1 run,false,false,1,0,122,2,27.67,4.41,,,,,middle
ball:CWC_2011_final_ALL:1:27.5,CWC_2011_final_ALL,1,27,5,27.5,170,SL,Sangakkara,Yuvraj,wicket,W,OUT,true,false,0,0,122,3,27.83,4.38,,,,,middle
ball:CWC_2011_final_ALL:1:27.6,CWC_2011_final_ALL,1,27,6,27.6,171,SL,Thilan Samaraweera,Yuvraj,dot,•,no run,false,false,0,0,122,3,28.0,4.36,,,,,middle
ball:CWC_2011_final_ALL:1:28.1,CWC_2011_final_ALL,1,28,1,28.1,172,SL,Mahela Jayawardene,Sreesanth,dot,•,no run,false,false,0,0,122,3,28.17,4.33,,,,,middle
ball:CWC_2011_final_ALL:1:28.2,CWC_2011_final_ALL,1,28,2,28.2,173,SL,Mahela Jayawardene,Sreesanth,run,1,1 run,false,false,1,0,123,3,28.33,4.34,,,,,middle
ball:CWC_2011_final_ALL:1:28.3,CWC_2011_final_ALL,1,28,3,28.3,174,SL,Thilan Samaraweera,Sreesanth,dot,•,no run,false,false,0,0,123,3,28.5,4.32,,,,,middle
ball:CWC_2011_final_ALL:1:28.4,CWC_2011_final_ALL,1,28,4,28.4,175,SL,Thilan Samaraweera,Sreesanth,boundary,4,FOUR runs,false,true,4,0,127,3,28.67,4.43,,,,,middle
ball:CWC_2011_final_ALL:1:28.5,CWC_2011_final_ALL,1,28,5,28.5,176,SL,Thilan Samaraweera,Sreesanth,dot,•,no run,false,false,0,0,127,3,28.83,4.4,,,,,middle
ball:CWC_2011_final_ALL:1:28.6,CWC_2011_final_ALL,1,28,6,28.6,177,SL,Thilan Samaraweera,Sreesanth,run,1,1 run,false,false,1,0,128,3,29.0,4.41,,,,,middle
ball:CWC_2011_final_ALL:1:29.1,CWC_2011_final_ALL,1,29,1,29.1,178,SL,Thilan Samaraweera,Yuvraj,dot,•,no run,false,false,0,0,128,3,29.17,4.39,,,,,middle
ball:CWC_2011_final_ALL:1:29.2,CWC_2011_final_ALL,1,29,2,29.2,179,SL,Thilan Samaraweera,Yuvraj,dot,•,no run,false,false,0,0,128,3,29.33,4.36,,,,,middle
ball:CWC_2011_final_ALL:1:29.3,CWC_2011_final_ALL,1,29,3,29.3,180,SL,Thilan Samaraweera,Yuvraj,boundary,4,FOUR runs,false,true,4,0,132,3,29.5,4.47,,,,,middle
ball:CWC_2011_final_ALL:1:29.4,CWC_2011_final_ALL,1,29,4,29.4,181,SL,Thilan Samaraweera,Yuvraj,dot,•,no run,false,false,0,0,132,3,29.67,4.45,,,,,middle
ball:CWC_2011_final_ALL:1:29.5,CWC_2011_final_ALL,1,29,5,29.5,182,SL,Thilan Samaraweera,Yuvraj,dot,•,no run,false,false,0,0,132,3,29.83,4.42,,,,,middle
ball:CWC_2011_final_ALL:1:29.6,CWC_2011_final_ALL,1,29,6,29.6,183,SL,Thilan Samaraweera,Yuvraj,dot,•,no run,false,false,0,0,132,3,30.0,4.4,,,,,middle
ball:CWC_2011_final_ALL:1:30.1,CWC_2011_final_ALL,1,30,1,30.1,184,SL,Mahela Jayawardene,Sreesanth,run,1,1 run,false,false,1,0,133,3,30.17,4.41,,,,,middle
ball:CWC_2011_final_ALL:1:30.2,CWC_2011_final_ALL,1,30,2,30.2,185,SL,Thilan Samaraweera,Sreesanth,run,1,1 run,false,false,1,0,134,3,30.33,4.42,,,,,middle
ball:CWC_2011_final_ALL:1:30.3,CWC_2011_final_ALL,1,30,3,30.3,186,SL,Mahela Jayawardene,Sreesanth,boundary,4,FOUR runs,false,true,4,0,138,3,30.5,4.52,,,,,middle
ball:CWC_2011_final_ALL:1:30.4,CWC_2011_final_ALL,1,30,4,30.4,187,SL,Mahela Jayawardene,Sreesanth,dot,•,no run,false,false,0,0,138,3,30.67,4.5,,,,,middle
ball:CWC_2011_final_ALL:1:30.5,CWC_2011_final_ALL,1,30,5,30.5,188,SL,Mahela Jayawardene,Sreesanth,dot,•,no run,false,false,0,0,138,3,30.83,4.48,,,,,middle
ball:CWC_2011_final_ALL:1:30.6,CWC_2011_final_ALL,1,30,6,30.6,189,SL,Mahela Jayawardene,Sreesanth,run,1,1 run,false,false,1,0,139,3,31.0,4.48,,,,,middle
ball:CWC_2011_final_ALL:1:31.1,CWC_2011_final_ALL,1,31,1,31.1,190,SL,Mahela Jayawardene,Yuvraj,dot,•,no run,false,false,0,0,139,3,31.17,4.46,,,,,middle
ball:CWC_2011_final_ALL:1:31.2,CWC_2011_final_ALL,1,31,2,31.2,191,SL,Mahela Jayawardene,Yuvraj,run,1,1 run,false,false,1,0,140,3,31.33,4.47,,,,,middle
ball:CWC_2011_final_ALL:1:31.3,CWC_2011_final_ALL,1,31,3,31.3,192,SL,Thilan Samaraweera,Yuvraj,dot,•,no run,false,false,0,0,140,3,31.5,4.44,,,,,middle
ball:CWC_2011_final_ALL:1:31.4,CWC_2011_final_ALL,1,31,4,31.4,193,SL,Thilan Samaraweera,Yuvraj,run,1,1 run,false,false,1,0,141,3,31.67,4.45,,,,,middle
ball:CWC_2011_final_ALL:1:31.5,CWC_2011_final_ALL,1,31,5,31.5,194,SL,Mahela Jayawardene,Yuvraj,run,1,1 run,false,false,1,0,142,3,31.83,4.46,,,,,middle
ball:CWC_2011_final_ALL:1:31.6,CWC_2011_final_ALL,1,31,6,31.6,195,SL,Thilan Samaraweera,Yuvraj,run,1,1 run,false,false,1,0,143,3,32.0,4.47,,,,,middle
ball:CWC_2011_final_ALL:1:32.1,CWC_2011_final_ALL,1,32,1,32.1,196,SL,Thilan Samaraweera,Tendulkar,dot,•,no run,false,false,0,0,143,3,32.17,4.45,,,,,middle
ball:CWC_2011_final_ALL:1:32.2,CWC_2011_final_ALL,1,32,2,32.2,197,SL,Thilan Samaraweera,Tendulkar,run,1,1 run,false,false,1,0,144,3,32.33,4.45,,,,,middle
ball:CWC_2011_final_ALL:1:32.3,CWC_2011_final_ALL,1,32,3,32.3,198,SL,Mahela Jayawardene,Tendulkar,run,1,1 run,false,false,1,0,145,3,32.5,4.46,,,,,middle
ball:CWC_2011_final_ALL:1:32.4,CWC_2011_final_ALL,1,32,4,32.4,199,SL,Thilan Samaraweera,Tendulkar,extra,1w,1 wide,false,false,0,1,146,3,32.5,4.49,,,,,middle
ball:CWC_2011_final_ALL:1:32.4,CWC_2011_final_ALL,1,32,4,32.4,200,SL,Thilan Samaraweera,Tendulkar,run,1,1 run,false,false,1,0,147,3,32.67,4.5,,,,,middle
ball:CWC_2011_final_ALL:1:32.5,CWC_2011_final_ALL,1,32,5,32.5,201,SL,Mahela Jayawardene,Tendulkar,run,1,1 run,false,false,1,0,148,3,32.83,4.51,,,,,middle
ball:CWC_2011_final_ALL:1:32.6,CWC_2011_final_ALL,1,32,6,32.6,202,SL,Thilan Samaraweera,Tendulkar,dot,•,no run,false,false,0,0,148,3,33.0,4.48,,,,,middle
ball:CWC_2011_final_ALL:1:33.1,CWC_2011_final_ALL,1,33,1,33.1,203,SL,Mahela Jayawardene,Yuvraj,boundary,4,FOUR runs,false,true,4,0,152,3,33.17,4.58,,,,,middle
ball:CWC_2011_final_ALL:1:33.2,CWC_2011_final_ALL,1,33,2,33.2,204,SL,Mahela Jayawardene,Yuvraj,dot,•,no run,false,false,0,0,152,3,33.33,4.56,,,,,middle
ball:CWC_2011_final_ALL:1:33.3,CWC_2011_final_ALL,1,33,3,33.3,205,SL,Mahela Jayawardene,Yuvraj,run,1,1 run,false,false,1,0,153,3,33.5,4.57,,,,,middle
ball:CWC_2011_final_ALL:1:33.4,CWC_2011_final_ALL,1,33,4,33.4,206,SL,Thilan Samaraweera,Yuvraj,dot,•,no run,false,false,0,0,153,3,33.67,4.54,,,,,middle
ball:CWC_2011_final_ALL:1:33.5,CWC_2011_final_ALL,1,33,5,33.5,207,SL,Thilan Samaraweera,Yuvraj,run,1,1 run,false,false,1,0,154,3,33.83,4.55,,,,,middle
ball:CWC_2011_final_ALL:1:33.6,CWC_2011_final_ALL,1,33,6,33.6,208,SL,Mahela Jayawardene,Yuvraj,run,1,1 run,false,false,1,0,155,3,34.0,4.56,,,,,middle
ball:CWC_2011_final_ALL:1:34.1,CWC_2011_final_ALL,1,34,1,34.1,209,SL,Mahela Jayawardene,Tendulkar,run,1,1 run,false,false,1,0,156,3,34.17,4.57,,,,,middle
ball:CWC_2011_final_ALL:1:34.2,CWC_2011_final_ALL,1,34,2,34.2,210,SL,Thilan Samaraweera,Tendulkar,extra,1w,1 wide,false,false,0,1,157,3,34.17,4.6,,,,,middle
ball:CWC_2011_final_ALL:1:34.2,CWC_2011_final_ALL,1,34,2,34.2,211,SL,Thilan Samaraweera,Tendulkar,run,1,1 run,false,false,1,0,158,3,34.33,4.6,,,,,middle
ball:CWC_2011_final_ALL:1:34.3,CWC_2011_final_ALL,1,34,3,34.3,212,SL,Mahela Jayawardene,Tendulkar,run,2,2 runs,false,false,2,0,160,3,34.5,4.64,,,,,middle
ball:CWC_2011_final_ALL:1:34.4,CWC_2011_final_ALL,1,34,4,34.4,213,SL,Mahela Jayawardene,Tendulkar,extra,1w,1 wide,false,false,0,1,161,3,34.5,4.67,,,,,middle
ball:CWC_2011_final_ALL:1:34.4,CWC_2011_final_ALL,1,34,4,34.4,214,SL,Mahela Jayawardene,Tendulkar,run,1,1 run,false,false,1,0,162,3,34.67,4.67,,,,,middle
ball:CWC_2011_final_ALL:1:34.5,CWC_2011_final_ALL,1,34,5,34.5,215,SL,Thilan Samaraweera,Tendulkar,dot,•,no run,false,false,0,0,162,3,34.83,4.65,,,,,middle
ball:CWC_2011_final_ALL:1:34.6,CWC_2011_final_ALL,1,34,6,34.6,216,SL,Thilan Samaraweera,Tendulkar,dot,•,no run,false,false,0,0,162,3,35.0,4.63,,,,,middle
ball:CWC_2011_final_ALL:1:35.1,CWC_2011_final_ALL,1,35,1,35.1,217,SL,Mahela Jayawardene,Kohli,boundary,4,FOUR runs,false,true,4,0,166,3,35.17,4.72,,,,,middle
ball:CWC_2011_final_ALL:1:35.2,CWC_2011_final_ALL,1,35,2,35.2,218,SL,Mahela Jayawardene,Kohli,run,1,1 run,false,false,1,0,167,3,35.33,4.73,,,,,middle
ball:CWC_2011_final_ALL:1:35.3,CWC_2011_final_ALL,1,35,3,35.3,219,SL,Thilan Samaraweera,Kohli,dot,•,no run,false,false,0,0,167,3,35.5,4.7,,,,,middle
ball:CWC_2011_final_ALL:1:35.4,CWC_2011_final_ALL,1,35,4,35.4,220,SL,Thilan Samaraweera,Kohli,run,1,1 run,false,false,1,0,168,3,35.67,4.71,,,,,middle
ball:CWC_2011_final_ALL:1:35.5,CWC_2011_final_ALL,1,35,5,35.5,221,SL,Mahela Jayawardene,Kohli,dot,•,no run,false,false,0,0,168,3,35.83,4.69,,,,,middle
ball:CWC_2011_final_ALL:1:35.6,CWC_2011_final_ALL,1,35,6,35.6,222,SL,Mahela Jayawardene,Kohli,dot,•,no run,false,false,0,0,168,3,36.0,4.67,,,,,middle
ball:CWC_2011_final_ALL:1:36.1,CWC_2011_final_ALL,1,36,1,36.1,223,SL,Thilan Samaraweera,Yuvraj,run,1,1 run,false,false,1,0,169,3,36.17,4.67,,,,,middle
ball:CWC_2011_final_ALL:1:36.2,CWC_2011_final_ALL,1,36,2,36.2,224,SL,Mahela Jayawardene,Yuvraj,dot,•,no run,false,false,0,0,169,3,36.33,4.65,,,,,middle
ball:CWC_2011_final_ALL:1:36.3,CWC_2011_final_ALL,1,36,3,36.3,225,SL,Mahela Jayawardene,Yuvraj,dot,•,no run,false,false,0,0,169,3,36.5,4.63,,,,,middle
ball:CWC_2011_final_ALL:1:36.4,CWC_2011_final_ALL,1,36,4,36.4,226,SL,Mahela Jayawardene,Yuvraj,run,1,1 run,false,false,1,0,170,3,36.67,4.64,,,,,middle
ball:CWC_2011_final_ALL:1:36.5,CWC_2011_final_ALL,1,36,5,36.5,227,SL,Thilan Samaraweera,Yuvraj,dot,•,no run,false,false,0,0,170,3,36.83,4.62,,,,,middle
ball:CWC_2011_final_ALL:1:36.6,CWC_2011_final_ALL,1,36,6,36.6,228,SL,Thilan Samaraweera,Yuvraj,run,1,1 run,false,false,1,0,171,3,37.0,4.62,,,,,middle
ball:CWC_2011_final_ALL:1:37.1,CWC_2011_final_ALL,1,37,1,37.1,229,SL,Thilan Samaraweera,Khan,dot,•,no run,false,false,0,0,171,3,37.17,4.6,,,,,middle
ball:CWC_2011_final_ALL:1:37.2,CWC_2011_final_ALL,1,37,2,37.2,230,SL,Thilan Samaraweera,Khan,extra,1w,1 wide,false,false,0,1,172,3,37.17,4.63,,,,,middle
ball:CWC_2011_final_ALL:1:37.2,CWC_2011_final_ALL,1,37,2,37.2,231,SL,Thilan Samaraweera,Khan,run,1,1 run,false,false,1,0,173,3,37.33,4.63,,,,,middle
ball:CWC_2011_final_ALL:1:37.3,CWC_2011_final_ALL,1,37,3,37.3,232,SL,Mahela Jayawardene,Khan,boundary,4,FOUR runs,false,true,4,0,177,3,37.5,4.72,,,,,middle
ball:CWC_2011_final_ALL:1:37.4,CWC_2011_final_ALL,1,37,4,37.4,233,SL,Mahela Jayawardene,Khan,run,1,1 run,false,false,1,0,178,3,37.67,4.73,,,,,middle
ball:CWC_2011_final_ALL:1:37.5,CWC_2011_final_ALL,1,37,5,37.5,234,SL,Thilan Samaraweera,Khan,dot,•,no run,false,false,0,0,178,3,37.83,4.7,,,,,middle
ball:CWC_2011_final_ALL:1:37.6,CWC_2011_final_ALL,1,37,6,37.6,235,SL,Thilan Samaraweera,Khan,run,1,1 run,false,false,1,0,179,3,38.0,4.71,,,,,middle
ball:CWC_2011_final_ALL:1:38.1,CWC_2011_final_ALL,1,38,1,38.1,236,SL,Thilan Samaraweera,Yuvraj,wicket,W,OUT,true,false,0,0,179,4,38.17,4.69,,,,,middle
ball:CWC_2011_final_ALL:1:38.2,CWC_2011_final_ALL,1,38,2,38.2,237,SL,Kapugedera,Yuvraj,dot,•,no run,false,false,0,0,179,4,38.33,4.67,,,,,middle
ball:CWC_2011_final_ALL:1:38.3,CWC_2011_final_ALL,1,38,3,38.3,238,SL,Kapugedera,Yuvraj,dot,•,no run,false,false,0,0,179,4,38.5,4.65,,,,,middle
ball:CWC_2011_final_ALL:1:38.4,CWC_2011_final_ALL,1,38,4,38.4,239,SL,Kapugedera,Yuvraj,dot,•,no run,false,false,0,0,179,4,38.67,4.63,,,,,middle
ball:CWC_2011_final_ALL:1:38.5,CWC_2011_final_ALL,1,38,5,38.5,240,SL,Kapugedera,Yuvraj,run,1,1 run,false,false,1,0,180,4,38.83,4.64,,,,,middle
ball:CWC_2011_final_ALL:1:38.6,CWC_2011_final_ALL,1,38,6,38.6,241,SL,Mahela Jayawardene,Yuvraj,run,1,1 run,false,false,1,0,181,4,39.0,4.64,,,,,middle
ball:CWC_2011_final_ALL:1:39.1,CWC_2011_final_ALL,1,39,1,39.1,242,SL,Mahela Jayawardene,Khan,dot,•,no run,false,false,0,0,181,4,39.17,4.62,,,,,middle
ball:CWC_2011_final_ALL:1:39.2,CWC_2011_final_ALL,1,39,2,39.2,243,SL,Mahela Jayawardene,Khan,dot,•,no run,false,false,0,0,181,4,39.33,4.6,,,,,middle
ball:CWC_2011_final_ALL:1:39.3,CWC_2011_final_ALL,1,39,3,39.3,244,SL,Mahela Jayawardene,Khan,dot,•,no run,false,false,0,0,181,4,39.5,4.58,,,,,middle
ball:CWC_2011_final_ALL:1:39.4,CWC_2011_final_ALL,1,39,4,39.4,245,SL,Mahela Jayawardene,Khan,run,1,1 run,false,false,1,0,182,4,39.67,4.59,,,,,middle
ball:CWC_2011_final_ALL:1:39.5,CWC_2011_final_ALL,1,39,5,39.5,246,SL,Kapugedera,Khan,wicket,W,OUT,true,false,0,0,182,5,39.83,4.57,,,,,middle
ball:CWC_2011_final_ALL:1:39.6,CWC_2011_final_ALL,1,39,6,39.6,247,SL,Kulasekara,Khan,run,1,1 run,false,false,1,0,183,5,40.0,4.58,,,,,middle
ball:CWC_2011_final_ALL:1:40.1,CWC_2011_final_ALL,1,40,1,40.1,248,SL,Kulasekara,Yuvraj,dot,•,no run,false,false,0,0,183,5,40.17,4.56,,,,,death
ball:CWC_2011_final_ALL:1:40.2,CWC_2011_final_ALL,1,40,2,40.2,249,SL,Kulasekara,Yuvraj,run,1,1 run,false,false,1,0,184,5,40.33,4.56,,,,,death
ball:CWC_2011_final_ALL:1:40.3,CWC_2011_final_ALL,1,40,3,40.3,250,SL,Mahela Jayawardene,Yuvraj,dot,•,no run,false,false,0,0,184,5,40.5,4.54,,,,,death
ball:CWC_2011_final_ALL:1:40.4,CWC_2011_final_ALL,1,40,4,40.4,251,SL,Mahela Jayawardene,Yuvraj,run,1,1 run,false,false,1,0,185,5,40.67,4.55,,,,,death
ball:CWC_2011_final_ALL:1:40.5,CWC_2011_final_ALL,1,40,5,40.5,252,SL,Kulasekara,Yuvraj,dot,•,no run,false,false,0,0,185,5,40.83,4.53,,,,,death
ball:CWC_2011_final_ALL:1:40.6,CWC_2011_final_ALL,1,40,6,40.6,253,SL,Kulasekara,Yuvraj,run,1,1 run,false,false,1,0,186,5,41.0,4.54,,,,,death
ball:CWC_2011_final_ALL:1:41.1,CWC_2011_final_ALL,1,41,1,41.1,254,SL,Kulasekara,Patel,run,1,1 run,false,false,1,0,187,5,41.17,4.54,,,,,death
ball:CWC_2011_final_ALL:1:41.2,CWC_2011_final_ALL,1,41,2,41.2,255,SL,Mahela Jayawardene,Patel,run,1,1 run,false,false,1,0,188,5,41.33,4.55,,,,,death
ball:CWC_2011_final_ALL:1:41.3,CWC_2011_final_ALL,1,41,3,41.3,256,SL,Kulasekara,Patel,run,2,2 runs,false,false,2,0,190,5,41.5,4.58,,,,,death
ball:CWC_2011_final_ALL:1:41.4,CWC_2011_final_ALL,1,41,4,41.4,257,SL,Kulasekara,Patel,dot,•,no run,false,false,0,0,190,5,41.67,4.56,,,,,death
ball:CWC_2011_final_ALL:1:41.5,CWC_2011_final_ALL,1,41,5,41.5,258,SL,Kulasekara,Patel,run,2,2 runs,false,false,2,0,192,5,41.83,4.59,,,,,death
ball:CWC_2011_final_ALL:1:41.6,CWC_2011_final_ALL,1,41,6,41.6,259,SL,Kulasekara,Patel,dot,•,no run,false,false,0,0,192,5,42.0,4.57,,,,,death
ball:CWC_2011_final_ALL:1:42.1,CWC_2011_final_ALL,1,42,1,42.1,260,SL,Mahela Jayawardene,Harbhajan,run,1,1 run,false,false,1,0,193,5,42.17,4.58,,,,,death
ball:CWC_2011_final_ALL:1:42.2,CWC_2011_final_ALL,1,42,2,42.2,261,SL,Kulasekara,Harbhajan,run,1,1 run,false,false,1,0,194,5,42.33,4.58,,,,,death
ball:CWC_2011_final_ALL:1:42.3,CWC_2011_final_ALL,1,42,3,42.3,262,SL,Mahela Jayawardene,Harbhajan,extra,1w,1 wide,false,false,0,1,195,5,42.33,4.61,,,,,death
ball:CWC_2011_final_ALL:1:42.3,CWC_2011_final_ALL,1,42,3,42.3,263,SL,Mahela Jayawardene,Harbhajan,run,1,1 run,false,false,1,0,196,5,42.5,4.61,,,,,death
ball:CWC_2011_final_ALL:1:42.4,CWC_2011_final_ALL,1,42,4,42.4,264,SL,Kulasekara,Harbhajan,run,1,1 run,false,false,1,0,197,5,42.67,4.62,,,,,death
ball:CWC_2011_final_ALL:1:42.5,CWC_2011_final_ALL,1,42,5,42.5,265,SL,Mahela Jayawardene,Harbhajan,run,1,1 run,false,false,1,0,198,5,42.83,4.62,,,,,death
ball:CWC_2011_final_ALL:1:42.6,CWC_2011_final_ALL,1,42,6,42.6,266,SL,Kulasekara,Harbhajan,run,1,1 run,false,false,1,0,199,5,43.0,4.63,,,,,death
ball:CWC_2011_final_ALL:1:43.1,CWC_2011_final_ALL,1,43,1,43.1,267,SL,Kulasekara,Patel,dot,•,no run,false,false,0,0,199,5,43.17,4.61,,,,,death
ball:CWC_2011_final_ALL:1:43.2,CWC_2011_final_ALL,1,43,2,43.2,268,SL,Kulasekara,Patel,dot,•,no run,false,false,0,0,199,5,43.33,4.59,,,,,death
ball:CWC_2011_final_ALL:1:43.3,CWC_2011_final_ALL,1,43,3,43.3,269,SL,Kulasekara,Patel,run,1,1 run,false,false,1,0,200,5,43.5,4.6,,,,,death
ball:CWC_2011_final_ALL:1:43.4,CWC_2011_final_ALL,1,43,4,43.4,270,SL,Mahela Jayawardene,Patel,boundary,4,FOUR runs,false,true,4,0,204,5,43.67,4.67,,,,,death
ball:CWC_2011_final_ALL:1:43.5,CWC_2011_final_ALL,1,43,5,43.5,271,SL,Mahela Jayawardene,Patel,run,1,1 run,false,false,1,0,205,5,43.83,4.68,,,,,death
ball:CWC_2011_final_ALL:1:43.6,CWC_2011_final_ALL,1,43,6,43.6,272,SL,Kulasekara,Patel,dot,•,no run,false,false,0,0,205,5,44.0,4.66,,,,,death
ball:CWC_2011_final_ALL:1:44.1,CWC_2011_final_ALL,1,44,1,44.1,273,SL,Mahela Jayawardene,Harbhajan,run,1,1 run,false,false,1,0,206,5,44.17,4.66,,,,,death
